[10May2025 00:09:42.763] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Zhair16 has made the advancement [Incendium]
[10May2025 00:09:42.766] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Zhair16 has made the advancement [We Need to Go Deeper]
[10May2025 00:10:10.832] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 46331ms or 926 ticks behind
[10May2025 00:10:13.173] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: KMRgamerotaku has made the advancement [Incendium]
[10May2025 00:10:13.173] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: KMRgamerotaku has made the advancement [We Need to Go Deeper]
[10May2025 00:10:15.011] [Worker-Main-9/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -6], pos: MutableBlockPos{x=-93, y=118, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:17.182] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-5, -10], pos: MutableBlockPos{x=-80, y=92, z=-152}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:17.182] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-5, -10], pos: MutableBlockPos{x=-80, y=91, z=-152}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:17.183] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -9], pos: MutableBlockPos{x=-87, y=92, z=-144}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:17.183] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-5, -10], pos: MutableBlockPos{x=-79, y=91, z=-148}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:17.183] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-5, -11], pos: MutableBlockPos{x=-80, y=93, z=-164}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.393] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=98, z=-24}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:21.393] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=98, z=-23}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:21.394] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=98, z=-22}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:21.394] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=99, z=-22}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:21.394] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=98, z=-22}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:21.394] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=99, z=-21}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:21.394] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=98, z=-21}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:21.394] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=99, z=-20}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:21.394] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=98, z=-20}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:21.396] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=173, z=-34}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.396] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=172, z=-34}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.396] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=171, z=-34}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.396] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=173, z=-33}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.396] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=172, z=-33}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.396] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=171, z=-33}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.396] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=173, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.397] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=172, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.397] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=171, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.397] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=173, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.397] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=172, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.397] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=171, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.397] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=173, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.397] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=172, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.397] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=171, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.398] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=173, z=-30}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.398] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=172, z=-30}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.398] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=171, z=-30}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.398] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=174, z=-39}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.398] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=173, z=-39}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.399] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=172, z=-39}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.399] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=172, z=-37}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.399] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=171, z=-37}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.399] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=170, z=-37}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.399] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=174, z=-33}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=173, z=-33}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -3], pos: MutableBlockPos{x=-96, y=172, z=-33}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=174, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=173, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=172, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=174, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=173, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=172, z=-32}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=174, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=173, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=172, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=174, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=173, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=172, z=-31}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=174, z=-30}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=173, z=-30}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-96, y=172, z=-30}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=174, z=-30}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=173, z=-30}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-95, y=172, z=-30}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-94, y=174, z=-30}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-94, y=173, z=-30}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:21.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -2], pos: MutableBlockPos{x=-94, y=172, z=-30}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
